index,start,end,start_seconds,end_seconds,text_en,text_zh
518,"00:26:43,590","00:26:46,320",1603.59,1606.32,"When I reduced the words to these,","When I reduced the words to these,"
519,"00:26:46,320","00:26:50,210",1606.32,1610.21,"then everything I read a previous time,","then everything I read a previous time,"
520,"00:26:50,210","00:26:53,270",1610.21,1613.27,"I'm not licensed to say, because it's not on the slide.","I'm not licensed to say, because it's not on the slide."
521,"00:26:53,270","00:26:55,090",1613.27,1615.09,"I'm not reading my slides anymore,","I'm not reading my slides anymore,"
522,"00:26:55,090","00:26:58,370",1615.09,1618.37,but I'm saying what was written on the slides,but I'm saying what was written on the slides
523,"00:26:58,370","00:27:02,010",1618.37,1622.01,in a previous example.,in a previous example.
524,"00:27:02,010","00:27:05,310",1622.01,1625.31,So what else can we do to simplify this?,So what else can we do to simplify this?
525,"00:27:05,310","00:27:07,760",1625.31,1627.76,"Well, we can get rid of the logos.","Well, we can get rid of the logos."
526,"00:27:07,760","00:27:10,750",1627.76,1630.75,We don't need them.,We don't need them.
527,"00:27:10,750","00:27:13,030",1630.75,1633.03,Simplification.,Simplification.
528,"00:27:13,030","00:27:15,400",1633.03,1635.4,What else can we do?,What else can we do?
529,"00:27:15,400","00:27:17,410",1635.4,1637.41,Get rid of the title.,Get rid of the title.
530,"00:27:17,410","00:27:20,240",1637.41,1640.24,"Now, I want to talk to you about some rules for slide","Now, I want to talk to you about some rules for slide"
531,"00:27:20,240","00:27:21,250",1640.24,1641.25,preparation.,preparation.
532,"00:27:21,250","00:27:22,840",1641.25,1642.84,I'm telling you the title.,I'm telling you the title.
533,"00:27:22,840","00:27:24,880",1642.84,1644.88,It doesn't have to be up there.,It doesn't have to be up there.
534,"00:27:24,880","00:27:27,370",1644.88,1647.37,"By reducing the number of words on the slide,","By reducing the number of words on the slide,"
535,"00:27:27,370","00:27:29,350",1647.37,1649.35,I'm allowing you to pay more attention to me,I'm allowing you to pay more attention to me
536,"00:27:29,350","00:27:32,295",1649.35,1652.295,and less to what's written on the slide.,and less to what's written on the slide.
537,"00:27:32,295","00:27:34,420",1652.295,1654.42,I mentioned it before-- we-- have only one language,I mentioned it before-- we-- have only one language
538,"00:27:34,420","00:27:38,140",1654.42,1658.14,"processor, and we can either use it to read stuff","processor, and we can either use it to read stuff"
539,"00:27:38,140","00:27:40,170",1658.14,1660.17,or to listen to the speaker.,or to listen to the speaker.
540,"00:27:40,170","00:27:43,240",1660.17,1663.24,"And so if we have too many words on the slide,","And so if we have too many words on the slide,"
541,"00:27:43,240","00:27:45,700",1663.24,1665.7,it forces people in the audience to read this stuff,it forces people in the audience to read this stuff
542,"00:27:45,700","00:27:46,330",1665.7,1666.33,and not listen.,and not listen.
543,"00:27:46,330","00:27:49,270",1666.33,1669.27,,
544,"00:27:49,270","00:27:52,570",1669.27,1672.57,A student of mine did an experiment a few years ago.,A student of mine did an experiment a few years ago.
545,"00:27:52,570","00:28:00,130",1672.57,1680.13,He taught some students some web-based programming ideas.,He taught some students some web-based programming ideas.
546,"00:28:00,130","00:28:04,580",1680.13,1684.58,"Half the information was on slides, he said the other half,","Half the information was on slides, he said the other half,"
547,"00:28:04,580","00:28:07,630",1684.58,1687.63,"and then for a control group, he reversed it.","and then for a control group, he reversed it."
548,"00:28:07,630","00:28:10,960",1687.63,1690.96,"And the question was, what did the subjects--","And the question was, what did the subjects--"
549,"00:28:10,960","00:28:13,240",1690.96,1693.24,"that is to say, freshmen at his fraternity--","that is to say, freshmen at his fraternity--"
550,"00:28:13,240","00:28:18,040",1693.24,1698.04,"what did the subjects remember best, what he said,","what did the subjects remember best, what he said,"
551,"00:28:18,040","00:28:21,260",1698.04,1701.26,or what they read on the slide?,or what they read on the slide?
552,"00:28:21,260","00:28:26,432",1701.26,1706.432,"And the answer is, what they read on the slide.","And the answer is, what they read on the slide."
553,"00:28:26,432","00:28:28,390",1706.432,1708.39,"When their slides have a lot of material on it,","When their slides have a lot of material on it,"
554,"00:28:28,390","00:28:30,110",1708.39,1710.11,they don't pay attention to the speaker.,they don't pay attention to the speaker.
555,"00:28:30,110","00:28:33,190",1710.11,1713.19,"In fact, in the after action report, one of the subjects","In fact, in the after action report, one of the subjects"
556,"00:28:33,190","00:28:36,100",1713.19,1716.1,"said, I wish you hadn't talked so much.","said, I wish you hadn't talked so much."
557,"00:28:36,100","00:28:37,060",1716.1,1717.06,It was distracting.,It was distracting.
558,"00:28:37,060","00:28:41,000",1717.06,1721.0,,
559,"00:28:41,000","00:28:44,120",1721.0,1724.12,"Well, the last item is eliminate clutter.","Well, the last item is eliminate clutter."
560,"00:28:44,120","00:28:46,230",1724.12,1726.23,Here's some clutter.,Here's some clutter.
561,"00:28:46,230","00:28:49,710",1726.23,1729.71,No reason even for those bullets.,No reason even for those bullets.
562,"00:28:49,710","00:28:51,780",1729.71,1731.78,So the too many words problem is a consequence,So the too many words problem is a consequence
563,"00:28:51,780","00:28:55,410",1731.78,1735.41,of a crime Microsoft has committed,of a crime Microsoft has committed
564,"00:28:55,410","00:28:59,350",1735.41,1739.35,by allowing you to use fonts that are too small.,by allowing you to use fonts that are too small.
565,"00:28:59,350","00:29:03,570",1739.35,1743.57,So you should all have a sample slide like this,So you should all have a sample slide like this
566,"00:29:03,570","00:29:06,240",1743.57,1746.24,that you can use to determine what the minimum font,that you can use to determine what the minimum font
567,"00:29:06,240","00:29:09,480",1746.24,1749.48,size is that's easily legible.,size is that's easily legible.
568,"00:29:09,480","00:29:14,745",1749.48,1754.745,"[INAUDIBLE],, what do you think of those?","[INAUDIBLE],, what do you think of those?"
569,"00:29:14,745","00:29:16,212",1754.745,1756.212,AUDIENCE: Which size is right?,AUDIENCE: Which size is right?
570,"00:29:16,212","00:29:17,190",1756.212,1757.19,PATRICK WINSTON: What's that?,PATRICK WINSTON: What's that?
571,"00:29:17,190","00:29:19,023",1757.19,1759.023,AUDIENCE: Did you ask me what size is right?,AUDIENCE: Did you ask me what size is right?
572,"00:29:19,023","00:29:21,560",1759.023,1761.56,"PATRICK WINSTON: Yeah, minimum, maybe.","PATRICK WINSTON: Yeah, minimum, maybe."
573,"00:29:21,560","00:29:22,770",1761.56,1762.77,AUDIENCE: 40 or 50.,AUDIENCE: 40 or 50.
574,"00:29:22,770","00:29:24,990",1762.77,1764.99,"PATRICK WINSTON: Yeah, he says 40 or 50.","PATRICK WINSTON: Yeah, he says 40 or 50."
575,"00:29:24,990","00:29:27,050",1764.99,1767.05,I think that's about right.,I think that's about right.
576,"00:29:27,050","00:29:29,730",1767.05,1769.73,"35 is beginning to get too small, not necessarily","35 is beginning to get too small, not necessarily"
577,"00:29:29,730","00:29:32,917",1769.73,1772.917,"because you can't read it, but because you're probably","because you can't read it, but because you're probably"
578,"00:29:32,917","00:29:34,750",1772.917,1774.75,using it to get too many words on the slide.,using it to get too many words on the slide.
579,"00:29:34,750","00:29:37,380",1774.75,1777.38,,
580,"00:29:37,380","00:29:39,940",1777.38,1779.94,What other crimes do we have?,What other crimes do we have?
581,"00:29:39,940","00:29:43,755",1779.94,1783.755,"Well, we have the laser pointer crime.","Well, we have the laser pointer crime."
582,"00:29:43,755","00:29:46,890",1783.755,1786.89,"And for that-- in the old days, when","And for that-- in the old days, when"
583,"00:29:46,890","00:29:49,120",1786.89,1789.12,"we didn't have laser pointers, we used wooden ones,","we didn't have laser pointers, we used wooden ones,"
584,"00:29:49,120","00:29:52,590",1789.12,1792.59,and people would go waving these things around.,and people would go waving these things around.
585,"00:29:52,590","00:29:59,450",1792.59,1799.45,"And pretty soon it became almost like a baton twirling contest,","And pretty soon it became almost like a baton twirling contest,"
586,"00:29:59,450","00:30:02,400",1799.45,1802.4,so here's what I recommended in the old days,so here's what I recommended in the old days
587,"00:30:02,400","00:30:04,080",1802.4,1804.08,for dealing with this kind of pointer.,for dealing with this kind of pointer.
588,"00:30:04,080","00:30:08,970",1804.08,1808.97,,
589,"00:30:08,970","00:30:10,530",1808.97,1810.53,This is an example of use of a prop.,This is an example of use of a prop.
590,"00:30:10,530","00:30:14,070",1810.53,1814.07,,
591,"00:30:14,070","00:30:17,090",1814.07,1817.09,"Jim Glass up there saw this talk about 20 years ago,","Jim Glass up there saw this talk about 20 years ago,"
592,"00:30:17,090","00:30:19,380",1817.09,1819.38,"and said, oh, yeah, I remember that talk.","and said, oh, yeah, I remember that talk."
593,"00:30:19,380","00:30:23,250",1819.38,1823.25,That's the one where you broke the pointer.,That's the one where you broke the pointer.
594,"00:30:23,250","00:30:25,200",1823.25,1825.2,It's amazing how props tend to be,It's amazing how props tend to be
595,"00:30:25,200","00:30:27,480",1825.2,1827.48,the things that are remembered.,the things that are remembered.
596,"00:30:27,480","00:30:32,215",1827.48,1832.215,"Well, now, we don't have physical pointers anymore.","Well, now, we don't have physical pointers anymore."
597,"00:30:32,215","00:30:35,880",1832.215,1835.88,We've got laser pointers.,We've got laser pointers.
598,"00:30:35,880","00:30:39,090",1835.88,1839.09,It's a wonder more people aren't driven into epileptic fits,It's a wonder more people aren't driven into epileptic fits
599,"00:30:39,090","00:30:41,190",1839.09,1841.19,over this sort of stuff.,over this sort of stuff.
600,"00:30:41,190","00:30:43,848",1841.19,1843.848,"Well, here's what tends to happen.","Well, here's what tends to happen."
601,"00:30:43,848","00:30:44,390",1843.848,1844.39,看那个。,看那个。
602,"00:30:44,390","00:30:49,170",1844.39,1849.17,这是一幅美丽的递归图，我可以成为它的一部分，,这是一幅美丽的递归图，我可以成为它的一部分，
603,"00:30:49,170","00:30:52,026",1849.17,1852.026,只要把激光束打到我的后脑勺上，,只要把激光束打到我的后脑勺上，
604,"00:30:52,026","00:30:52,526",1852.026,1852.526,就在那里。,就在那里。
605,"00:30:52,526","00:30:56,100",1852.526,1856.1,,
606,"00:30:56,100","00:30:58,720",1856.1,1858.72,那你会看到什么？,那你会看到什么？
607,"00:30:58,720","00:31:01,440",1858.72,1861.44,你看到的是我的后脑勺。,你看到的是我的后脑勺。
608,"00:31:01,440","00:31:04,830",1861.44,1864.83,零眼神交流，零互动，什么都没有。,零眼神交流，零互动，什么都没有。
609,"00:31:04,830","00:31:08,300",1864.83,1868.3,有一次我跟一个学生一起坐着看一场讲座，,有一次我跟一个学生一起坐着看一场讲座，
610,"00:31:08,300","00:31:11,790",1868.3,1871.79,她说，你知道吗，我们现在所有人离开，,她说，你知道吗，我们现在所有人离开，
611,"00:31:11,790","00:31:12,710",1871.79,1872.71,他都不会察觉。,他都不会察觉。
612,"00:31:12,710","00:31:16,065",1872.71,1876.065,,
613,"00:31:16,065","00:31:17,940",1876.065,1877.94,那使用激光笔时会发生什么呢？,那使用激光笔时会发生什么呢？
614,"00:31:17,940","00:31:21,090",1877.94,1881.09,你不可能用激光笔却不用转过头去,你不可能用激光笔却不用转过头去
615,"00:31:21,090","00:31:25,050",1881.09,1885.05,指着什么东西；可你一旦这么做，,指着什么东西；可你一旦这么做，
616,"00:31:25,050","00:31:27,570",1885.05,1887.57,就失去了与听众的联系。,就失去了与听众的联系。
617,"00:31:27,570","00:31:29,590",1887.57,1889.59,这是你不想做的。,这是你不想做的。
618,"00:31:29,590","00:31:32,705",1889.59,1892.705,那如果你需要在图像上指出某个地方，,那如果你需要在图像上指出某个地方，
619,"00:31:32,705","00:31:34,080",1892.705,1894.08,又不想用激光笔去指，,又不想用激光笔去指，
620,"00:31:34,080","00:31:35,280",1894.08,1895.28,该怎么做呢？,该怎么做呢？
621,"00:31:35,280","00:31:36,840",1895.28,1896.84,就这样做：,就这样做：
622,"00:31:36,840","00:31:38,340",1896.84,1898.34,在上面画一个小箭头，然后说：,在上面画一个小箭头，然后说：
623,"00:31:38,340","00:31:41,730",1898.34,1901.73,"""现在，请看 1 号箭头末端那个人。""","""现在，请看 1 号箭头末端那个人。"""
624,"00:31:41,730","00:31:43,730",1901.73,1903.73,你不需要激光笔也能完成这件事。,你不需要激光笔也能完成这件事。
625,"00:31:43,730","00:31:48,933",1903.73,1908.933,,
626,"00:31:48,933","00:31:52,480",1908.933,1912.48,"""过重""之罪——当人们","""过重""之罪——当人们"
627,"00:31:52,480","00:31:55,370",1912.48,1915.37,请我帮他们审一份演示稿时，我会,请我帮他们审一份演示稿时，我会
628,"00:31:55,370","00:31:57,940",1915.37,1917.94,让他们把所有幻灯片打印出来，平铺在桌面上。,让他们把所有幻灯片打印出来，平铺在桌面上。
629,"00:31:57,940","00:32:01,060",1917.94,1921.06,,
630,"00:32:01,060","00:32:04,450",1921.06,1924.45,当他们这样做时，就很容易看出这场演讲是否过重：,当他们这样做时，就很容易看出这场演讲是否过重：
631,"00:32:04,450","00:32:08,740",1924.45,1928.74,文字过多，留白不足，空气不够，,文字过多，留白不足，空气不够，
632,"00:32:08,740","00:32:12,950",1928.74,1932.95,画面元素不够。,画面元素不够。
633,"00:32:12,950","00:32:16,540",1932.95,1936.54,"下面就是一个""过重""的好例子——","下面就是一个""过重""的好例子——"
634,"00:32:16,540","00:32:19,300",1936.54,1939.3,重得不得了。,重得不得了。
635,"00:32:19,300","00:32:22,982",1939.3,1942.982,做演示的人利用了小字号，,做演示的人利用了小字号，
636,"00:32:22,982","00:32:24,690",1942.982,1944.69,把他想放的全都塞进了幻灯片里。,把他想放的全都塞进了幻灯片里。
637,"00:32:24,690","00:32:27,600",1944.69,1947.6,,
638,"00:32:27,600","00:32:31,080",1947.6,1951.08,"这里还有许多别的""罪行""，但我想用""过重""之罪","这里还有许多别的""罪行""，但我想用""过重""之罪"
639,"00:32:31,080","00:32:33,800",1951.08,1953.8,来说明——它实在太重这个事实，正是我想说的。,来说明——它实在太重这个事实，正是我想说的。
640,"00:32:33,800","00:32:36,750",1953.8,1956.75,作为对比，下面是另一次演讲——,作为对比，下面是另一次演讲——
641,"00:32:36,750","00:32:37,890",1956.75,1957.89,几年前我做的那次。,几年前我做的那次。
642,"00:32:37,890","00:32:41,520",1957.89,1961.52,这不是一个纯技术性的演讲，,这不是一个纯技术性的演讲，
643,"00:32:41,520","00:32:46,800",1961.52,1966.8,"但我给你们看这个，是因为它里面留有""空气""。","但我给你们看这个，是因为它里面留有""空气""。"
644,"00:32:46,800","00:32:49,110",1966.8,1969.11,它大部分都是物体的图片。,它大部分都是物体的图片。
645,"00:32:49,110","00:32:52,930",1969.11,1972.93,有三四张幻灯片上是带有文字的，,有三四张幻灯片上是带有文字的，
646,"00:32:52,930","00:32:56,282",1972.93,1976.282,但每次转到那几张时，我会给听众时间去读完它们。,但每次转到那几张时，我会给听众时间去读完它们。
647,"00:32:56,282","00:32:57,990",1976.282,1977.99,这些文字留在那里，是因为它们可能带有某种,这些文字留在那里，是因为它们可能带有某种
648,"00:32:57,990","00:33:00,613",1977.99,1980.613,"""历史意义""。","""历史意义""。"
649,"00:33:00,613","00:33:02,280",1980.613,1982.28,第一张带较多文字的幻灯片，,第一张带较多文字的幻灯片，
650,"00:33:02,280","00:33:06,120",1982.28,1986.12,摘自 1957 年的——,摘自 1957 年的——
651,"00:33:06,120","00:33:10,830",1986.12,1990.83,摘自提议举办 1957 年达特茅斯 AI 会议的提案书。,摘自提议举办 1957 年达特茅斯 AI 会议的提案书。
652,"00:33:10,830","00:33:13,190",1990.83,1993.19,这是一场非常有趣的事件，,这是一场非常有趣的事件，
653,"00:33:13,190","00:33:17,790",1993.19,1997.79,那份提案书的节录,那份提案书的节录
654,"00:33:17,790","00:33:20,960",1997.79,2000.96,有助于强化这一点。,有助于强化这一点。
655,"00:33:20,960","00:33:23,080",2000.96,2003.08,我们再看其他几张？,我们再看其他几张？
656,"00:33:23,080","00:33:25,680",2003.08,2005.68,"噢，对了，今天的""词汇课""。","噢，对了，今天的""词汇课""。"
657,"00:33:25,680","00:33:28,770",2005.68,2008.77,"这是一张""一次性词（hapax legomenon）""。","这是一张""一次性词（hapax legomenon）""。"
658,"00:33:28,770","00:33:31,170",2008.77,2011.17,它的意思是，这种幻灯片,它的意思是，这种幻灯片
659,"00:33:31,170","00:33:36,540",2011.17,2016.54,在你的整场演讲中只能出现一次。,在你的整场演讲中只能出现一次。
660,"00:33:36,540","00:33:38,910",2016.54,2018.91,下面这张幻灯片几年前曾流传开来：,下面这张幻灯片几年前曾流传开来：
661,"00:33:38,910","00:33:43,500",2018.91,2023.5,它把阿富汗治理的复杂性可视化出来，,它把阿富汗治理的复杂性可视化出来，
662,"00:33:43,500","00:33:49,640",2023.5,2029.64,让人直观地感受到那种不可思议的复杂。,让人直观地感受到那种不可思议的复杂。
663,"00:33:49,640","00:33:52,480",2029.64,2032.48,它是一种连你这位观众也无法一眼看懂的内容，,它是一种连你这位观众也无法一眼看懂的内容，
664,"00:33:52,480","00:33:55,920",2032.48,2035.92,而那正是它的价值，但你不能用很多张，,而那正是它的价值，但你不能用很多张，
665,"00:33:55,920","00:33:58,590",2035.92,2038.59,每场演讲、每篇论文、,每场演讲、每篇论文、
666,"00:33:58,590","00:34:00,780",2038.59,2040.78,每本书各一张就好。,每本书各一张就好。
667,"00:34:00,780","00:34:04,620",2040.78,2044.62,"""hapax legomenon""就是这个意思，这就是例子。","""hapax legomenon""就是这个意思，这就是例子。"
668,"00:34:04,620","00:34:06,725",2044.62,2046.725,,
669,"00:34:06,725","00:34:08,100",2046.725,2048.1,"好了，我已经给你们看了一些""罪行""。","好了，我已经给你们看了一些""罪行""。"
670,"00:34:08,100","00:34:12,739",2048.1,2052.739,"你们可能会问，这些""罪行""真会发生吗？","你们可能会问，这些""罪行""真会发生吗？"
671,"00:34:12,739","00:34:16,861",2052.739,2056.861,它们确实会发生。,它们确实会发生。
672,"00:34:16,861","00:34:21,775",2056.861,2061.775,[笑声],[笑声]
673,"00:34:21,775","00:34:23,400",2061.775,2063.4,"这是""双手插口袋""之罪。","这是""双手插口袋""之罪。"
674,"00:34:23,400","00:34:26,540",2063.4,2066.54,,
675,"00:34:26,540","00:34:32,210",2066.54,2072.21,"这里还有一个""时间和地点""之罪，","这里还有一个""时间和地点""之罪，"
676,"00:34:32,210","00:34:35,837",2072.21,2075.837,给你们看看怎么去巴托斯剧场（Bartos Theater）。,给你们看看怎么去巴托斯剧场（Bartos Theater）。
677,"00:34:35,837","00:34:37,670",2075.837,2077.67,首先，你走上这些台阶，,首先，你走上这些台阶，
678,"00:34:37,670","00:34:44,120",2077.67,2084.12,在媒体实验室那边；然后穿越这片开阔的空地，,在媒体实验室那边；然后穿越这片开阔的空地，
679,"00:34:44,120","00:34:45,920",2084.12,2085.92,再沿着这条走廊右转。,再沿着这条走廊右转。
680,"00:34:45,920","00:34:47,201",2085.92,2087.201,[笑声],[笑声]
681,"00:34:47,201","00:34:48,860",2087.201,2088.86,每当走到这里时，,每当走到这里时，
682,"00:34:48,860","00:34:51,962",2088.86,2091.962,我都会想，转过这个角是不是会有刑具。,我都会想，转过这个角是不是会有刑具。
683,"00:34:51,962","00:34:52,462",2091.962,2092.462,[笑声],[笑声]
684,"00:34:52,462","00:34:54,530",2092.462,2094.53,等你走进去，你就,等你走进去，你就
685,"00:34:54,530","00:34:57,680",2094.53,2097.68,来到了这个昏暗、阴沉的地方。,来到了这个昏暗、阴沉的地方。
686,"00:34:57,680","00:35:00,418",2097.68,2100.418,"所以把它叫做""巴托斯剧场""，名字取得很贴切——","所以把它叫做""巴托斯剧场""，名字取得很贴切——"
687,"00:35:00,418","00:35:02,460",2100.418,2102.46,它是一个看电影的好地方，,它是一个看电影的好地方，
688,"00:35:02,460","00:35:04,418",2102.46,2104.418,但不是做讲座的地方。,但不是做讲座的地方。
689,"00:35:04,418","00:35:07,330",2104.418,2107.33,,
690,"00:35:07,330","00:35:10,700",2107.33,2110.7,"现在，关于""这到底会不会发生""，","现在，关于""这到底会不会发生""，"
691,"00:35:10,700","00:35:14,870",2110.7,2114.87,这是一段时间前我在 Stata 大楼听过的一次讲座。,这是一段时间前我在 Stata 大楼听过的一次讲座。
692,"00:35:14,870","00:35:19,150",2114.87,2119.15,注意演讲者离幻灯片很远。,注意演讲者离幻灯片很远。
693,"00:35:19,150","00:35:22,750",2119.15,2122.75,演讲者正在使用激光笔。,演讲者正在使用激光笔。
694,"00:35:22,750","00:35:26,110",2122.75,2126.11,"你对我说：""这儿怎么了？""","你对我说：""这儿怎么了？"""
695,"00:35:26,110","00:35:29,500",2126.11,2129.5,顺便说一句，这已经是第 80 张——第 80 张！,顺便说一句，这已经是第 80 张——第 80 张！
696,"00:35:29,500","00:35:31,460",2129.5,2131.46,演讲的幻灯片了。,演讲的幻灯片了。
697,"00:35:31,460","00:35:33,320",2131.46,2133.32,请注意，幻灯片上写着：,请注意，幻灯片上写着：
698,"00:35:33,320","00:35:35,810",2133.32,2135.81,"""这是 10 张结论幻灯片中的第一张。""","""这是 10 张结论幻灯片中的第一张。"""
699,"00:35:35,810","00:35:37,960",2135.81,2137.96,[笑声],[笑声]
700,"00:35:37,960","00:35:41,740",2137.96,2141.74,那听众的反应如何？,那听众的反应如何？
701,"00:35:41,740","00:35:43,572",2141.74,2143.572,那是会议的主办方。,那是会议的主办方。
702,"00:35:43,572","00:35:44,840",2143.572,2144.84,[笑声],[笑声]
703,"00:35:44,840","00:35:47,320",2144.84,2147.32,他在看他的邮件。,他在看他的邮件。
704,"00:35:47,320","00:35:50,240",2147.32,2150.24,这是会议的协办方。,这是会议的协办方。
705,"00:35:50,240","00:35:52,012",2150.24,2152.012,他在研究午餐菜单。,他在研究午餐菜单。
706,"00:35:52,012","00:35:54,552",2152.012,2154.552,[笑声],[笑声]
707,"00:35:54,552","00:35:55,510",2154.552,2155.51,这个人呢？,这个人呢？
708,"00:35:55,510","00:35:58,830",2155.51,2158.83,,
709,"00:35:58,830","00:36:02,250",2158.83,2162.25,这个人看起来在专心听讲，,这个人看起来在专心听讲，
710,"00:36:02,250","00:36:04,863",2162.25,2164.863,但只是因为这是一张静态图片。,但只是因为这是一张静态图片。
711,"00:36:04,863","00:36:06,780",2164.863,2166.78,如果你看视频，你会看到,如果你看视频，你会看到
712,"00:36:06,780","00:36:10,555",2166.78,2170.555,是这样子的[打哈欠]。,是这样子的[打哈欠]。
713,"00:36:10,555","00:36:14,350",2170.555,2174.35,[笑声],[笑声]
714,"00:36:14,350","00:36:17,960",2174.35,2177.96,所以是的，它真的会发生。,所以是的，它真的会发生。
715,"00:36:17,960","00:36:23,080",2177.96,2183.08,嗯，现在，这是一个关于工具的快速回顾。,嗯，现在，这是一个关于工具的快速回顾。
716,"00:36:23,080","00:36:27,700",2183.08,2187.7,现在，我想谈一些特殊的情况。,现在，我想谈一些特殊的情况。
717,"00:36:27,700","00:36:30,300",2187.7,2190.3,,
718,"00:36:30,300","00:36:32,830",2190.3,2192.83,"我们可以稍微谈一下""告知""，","我们可以稍微谈一下""告知""，"
719,"00:36:32,830","00:36:38,010",2192.83,2198.01,或者说，换个说法，做我现在正在做的事情。,或者说，换个说法，做我现在正在做的事情。
720,"00:36:38,010","00:36:40,360",2198.01,2200.36,但我就说几句话。,但我就说几句话。
721,"00:36:40,360","00:36:42,340",2200.36,2202.34,在那类演讲中，,在那类演讲中，
722,"00:36:42,340","00:36:46,870",2202.34,2206.87,你要以一个承诺开场，就像我现在,你要以一个承诺开场，就像我现在
723,"00:36:46,870","00:36:48,255",2206.87,2208.255,正在做的这一个小时。,正在做的这一个小时。
724,"00:36:48,255","00:36:49,630",2208.255,2209.63,"然后就到了""如何激励人们""","然后就到了""如何激励人们"""
725,"00:36:49,630","00:36:52,888",2209.63,2212.888,这个问题。,这个问题。
726,"00:36:52,888","00:36:54,430",2212.888,2214.43,我讲这个演讲已经讲了很久了，,我讲这个演讲已经讲了很久了，
727,"00:36:54,430","00:36:58,300",2214.43,2218.3,几年前，我们的系主任,几年前，我们的系主任
728,"00:36:58,300","00:37:02,260",2218.3,2222.26,"说：""你愿意把这个演讲讲给新教员听吗？","说：""你愿意把这个演讲讲给新教员听吗？"
729,"00:37:02,260","00:37:06,732",2222.26,2226.732,"务必强调激励学生所需的东西。""","务必强调激励学生所需的东西。"""
730,"00:37:06,732","00:37:09,190",2226.732,2229.19,奇怪的是，我以前没有想过这个问题。,奇怪的是，我以前没有想过这个问题。
731,"00:37:09,190","00:37:11,290",2229.19,2231.29,所以我开始了一项调查。,所以我开始了一项调查。
732,"00:37:11,290","00:37:14,490",2231.29,2234.49,我和几个新入学的大一新生谈了，,我和几个新入学的大一新生谈了，
733,"00:37:14,490","00:37:17,290",2234.49,2237.29,和高年级教员以及中间所有人,和高年级教员以及中间所有人
734,"00:37:17,290","00:37:21,520",2237.29,2241.52,谈了，他们是如何被激励的。,谈了，他们是如何被激励的。
735,"00:37:21,520","00:37:23,963",2241.52,2243.963,我从大一新生那里了解到,我从大一新生那里了解到
736,"00:37:23,963","00:37:26,380",2243.963,2246.38,他们是被某位高中老师激励的，,他们是被某位高中老师激励的，
737,"00:37:26,380","00:37:29,050",2246.38,2249.05,"那位老师告诉他们""你能行""。","那位老师告诉他们""你能行""。"
738,"00:37:29,050","00:37:32,140",2249.05,2252.14,我从高年级教员那里了解到，,我从高年级教员那里了解到，
739,"00:37:32,140","00:37:35,280",2252.14,2255.28,他们是被某个帮他们,他们是被某个帮他们
740,"00:37:35,280","00:37:38,310",2255.28,2258.31,以新方式看待一个问题的人激励的。,以新方式看待一个问题的人激励的。
741,"00:37:38,310","00:37:44,050",2258.31,2264.05,而我从所有人那里都看到的是，他们是在,而我从所有人那里都看到的是，他们是在
742,"00:37:44,050","00:37:49,680",2264.05,2269.68,某个人对自己所做的事情表现出热情时,某个人对自己所做的事情表现出热情时
743,"00:37:49,680","00:37:52,920",2269.68,2272.92,被激励的——表现出对自己所做的事情的热情。,被激励的——表现出对自己所做的事情的热情。
744,"00:37:52,920","00:37:57,720",2272.92,2277.72,所以那是一种激励人的方法。,所以那是一种激励人的方法。
745,"00:37:57,720","00:38:03,310",2277.72,2283.31,对我来说这很容易，因为我是做人工智能的。,对我来说这很容易，因为我是做人工智能的。
746,"00:38:03,310","00:38:06,030",2283.31,2286.03,你怎么可能对,你怎么可能对
747,"00:38:06,030","00:38:07,230",2286.03,2287.23,人工智能不感兴趣呢？,人工智能不感兴趣呢？
748,"00:38:07,230","00:38:08,040",2287.23,2288.04,[笑声],[笑声]
749,"00:38:08,040","00:38:10,842",2288.04,2290.842,我的意思是，如果你对人工智能不感兴趣，,我的意思是，如果你对人工智能不感兴趣，
750,"00:38:10,842","00:38:13,050",2290.842,2293.05,你可能对有趣的事情不感兴趣。,你可能对有趣的事情不感兴趣。
751,"00:38:13,050","00:38:15,630",2293.05,2295.63,,
752,"00:38:15,630","00:38:20,640",2295.63,2300.64,所以当我在我的 AI 课上做讲座时，,所以当我在我的 AI 课上做讲座时，
753,"00:38:20,640","00:38:23,550",2300.64,2303.55,对我来说自然地讲讲我认为很酷的东西,对我来说自然地讲讲我认为很酷的东西
754,"00:38:23,550","00:38:27,320",2303.55,2307.32,以及某些新想法有多么令人激动。,以及某些新想法有多么令人激动。
755,"00:38:27,320","00:38:31,080",2307.32,2311.08,所以那就是那种,所以那就是那种
756,"00:38:31,080","00:38:34,950",2311.08,2314.95,"在""告知""中关于""激励""这个问题上","在""告知""中关于""激励""这个问题上"
757,"00:38:34,950","00:38:37,080",2314.95,2317.08,起作用的热情表达。,起作用的热情表达。
758,"00:38:37,080","00:38:39,960",2317.08,2319.96,,
759,"00:38:39,960","00:38:43,540",2319.96,2323.54,哦，是的，当然，在这个承诺阶段，,哦，是的，当然，在这个承诺阶段，
760,"00:38:43,540","00:38:47,070",2323.54,2327.07,你也可以表达这些东西有多酷。,你也可以表达这些东西有多酷。
761,"00:38:47,070","00:38:50,670",2327.07,2330.67,让我给你们一个以这种方式开场的讲座的例子。,让我给你们一个以这种方式开场的讲座的例子。
